MgWO4	Magnesium Tungstate
Mg2Al(AlSiO5)(OH)4	Amesite
Mg2P2O7	Magnesium Pyrophosphate
Mg2SiO4	Forsterite
Mg3As2	Magnesium Arsenide
Mg3Bi2	Magnesium Bismuthide
Mg3P2	Magnesium Phosphide
Mg3(Si2O5)(OH)4	Chrysotile
Mg3(Si4O10)(OH)2	Talc
Mg3(VO4)2	Magnesium Orthovanadate
MnAs	Manganese(iii) Arsenide
MnBi	Manganese(iii) Bismuthide
MnBr2	Manganese(ii) Bromide
MnBr2(H2O)4	Manganese(ii) Bromide Tetrahydrate
Mn(CHO2)2	Manganese(ii) Formate
Mn(CHO2)2(H2O)2	Manganese(ii) Formate Dihydrate
MnCO3	Manganese(ii) Carbonate
MnCl2	Manganese(ii) Chloride
MnF2	Manganese(ii) Fluoride
MnI2	Manganese(ii) Iodide
MnMoO4	Manganese(ii) Orthomolybdate
Mn(NO3)2	Manganese(ii) Nitrate
Mn(NO3)2(H2O)4	Manganese(ii) Nitrate Tetrahydrate
MnO	Manganese(ii) Oxide
Mn(OH)2	Manganese Hydroxide
MnOOH	Manganite
MnO2	Manganese Dioxide|Pyrolusite
MnO4	Permanganate Ion
MnPb8(Si2O7)3	Barysilate
MnS	Manganese Sulfide
MnTe	Manganese(ii) Telluride
MnZrO3	Manganese(ii) Metazirconate
Mn2O3	Manganese(iii) Oxide
Mn3As2	Manganese(ii) Arsenide
Mn3O4	Manganese(ii,iii) Oxide|Trimanganese Tetroxide|Hausmannite
Mn3P2	Manganese(ii) Phosphide
Mn3Sb2	Manganese(ii) Antimonide
MoBr2	Molybdenum(ii) Bromide
MoBr3	Molybdenum(iii) Bromide
MoCl2	Molybdenum(ii) Chloride
MoCl3	Molybdenum(iii) Chloride
MoCl5	Molybdenum(v) Chloride
MoO2	Molybdenum(iv) Oxide
MoO4	Molybdate Ion
MoS2	Molybdenum Sulfide|Molybdenum Disulfide|Molybdenite
NH2	Amide Ion
NH2CH2CH2NH2	Ethylenediamine
NH2CONH2	Urea
NH2C6H4SO3H	Sulfanilic Acid
NH2OH	Hydroxylamine
(NH2)2CO	Urea
NH3	Ammonia
NH4	Ammonium Ion
(NH4)3N	Ammonium Nitride
NH4Br	Ammonium Bromide
NH4CO2NH2	Ammonium Carbamate
(NH4)2CO3	Ammonium Carbonate
NH4Cl	Ammonium Chloride
NH4ClO4	Ammonium Perchlorate
NH4HS	Ammonium Hydrosulfide
(NH4)H2AsO4	Ammonium Dihydrogen Arsenate
NH4NO3	Ammonium Nitrate
NH4OCONH2	Ammonium Carbamate
(NH4)2Ce(NO3)6	Ammonium Cerium(iv) Nitrate|Ceric Ammonium Nitrate|Can
(NH4)3PO4	Ammonium Phosphate
(NH4)2CrO4	Ammonium Chromate
(NH4)2Hg(SCN)4	Mercury(ii) Ammonium Thiocyanate
(NH4)2(PtCl6)	Ammonium Hexachloroplatinate(iv)
(NH4)2(Pt(SCN)6)	Ammonium Hexathiocyanoplatinate(iv)
(NH4)2SO4	Ammonium Sulfate
NI3	Nitrogen Triiodide
NO	Nitric Oxide|Nitrogen Oxide|Nitrogen(ii) Oxide
NOCl	Nitrosyl Chloride
NOBr	Nitrosyl Bromide
NOI	Nitrosyl Iodide
NO2	Nitrogen Dioxide|Nitrogen(iv) Oxide
NO2	Nitrite Ion
NO2Cl	Nitryl Chloride
NO3	Nitrate Ion
N2	Nitrogen
N2H2	Diazene
N2H4	Hydrazine
N2O	Nitrous Oxide|Dinitrogen Oxide|Nitrogen(i) Oxide
N2O3	Dinitrogen Trioxide|Nitrogen(iii) Oxide
N2O4	Dinitrogen Tetroxide|Nitrogen(iv) Oxide
N2O5	Dinitrogen Pentaoxide|Nitrogen(v) Oxide
N4H4	Trans-tetrazene
NaAlSi3O3	Albite
NaAsO2	Sodium Metaarsenite
NaAu(CN)2	Sodium Dicyanoaurate(i)
Na2Cr2O7(H2O)2	Sodium Dichromate Dihydrate
Na(B(NO3)4)	Sodium Tetranitratoborate(iii)
NaBr	Sodium Bromide
NaCN	Sodium Cyanide
NaC6F5COO	Pentafluorobenzoate
NaC6H5COO	Sodium Benzoate
NaCa2(Al5Si5O20)(H2O)6	Thomsonite
NaCl	Sodium Chloride|Rock-salt|Halite
NaClO2	Sodium Chlorite
NaClO3	Sodium Chlorate
NaClO4	Sodium Perchlorate
NaF	Sodium Fluoride
NaH	Sodium Hydride
NaHCOO	Sodium Formate
NaHCO3	Sodium Bicarbonate|Baking Soda
NaHSO3	Sodium Bisulfite
NaHSO4	Sodium Bisulfate
NaI	Sodium Iodide
NaNH2C6H4SO3	Sodium Sulfanilate
NaNO2	Sodium Nitrite
NaNO3	Sodium Nitrate
NaNbO3	Sodium Metaniobate
NaNbO3(H2O)7	Sodium Metaniobate Heptahydrate
NaOCl	Sodium Hypochlorite
NaOH	Sodium Hydroxide
NaO2As(CH3)2(H2O)3	Sodium Salt Of Cacodylic Acid
NaSeO3	Sodium Selenite
NaTaO3	Sodium Metatantalate
NaVO3	Sodium Metavanadate
Na2CO3	Sodium Carbonate|Soda Ash
Na2C2O4	Sodium Oxalate
Na2MoS4	Sodium Thiomolybdate
Na2N2O2	Sodium Hyponitrite
Na2O2	Sodium Peroxide
Na2O	Sodium Oxide
Na2S	Sodium Monosulfide
Na2SO3	Sodium Sulfite
Na2SO4	Sodium Sulfate|Salt Cake
Na2S2O3	Sodium Thiosulfate
Na2S2O5	Sodium Disulfite
Na2S2O8	Sodium Persulfate
Na2S4	Sodium Tetrasulfide
Na2SeO3	Sodium Selenite
Na2SeO4	Sodium Selenate
Na2TeO3	Sodium Tellurite
Na2TeO4	Sodium Tellurate
Na2TiO3	Sodium Metatitanate
Na2ZnO2	Sodium Zincate
Na2ZrO3	Sodium Metazirconate
Na3AlF6	Cryolite
Na3(Co(CO3)3)	Sodium Tricarbonatocobaltate(iii)
Na3VO4	Sodium Orthovanadate
Na4V2O7	Sodium Pyrovanadate
NbBr5	Niobium(v) Bromide
NbCl3	Niobium(iii) Chloride
NbCl5	Niobium(v) Chloride
NbI5	Niobium(v) Iodide
Nb2O3	Niobium(iii) Oxide
NdCl2	Neodymium(ii) Chloride|Neodymium Dichloride
NdI2	Neodymium(iii) Iodide|Neodymium Diiodide
Nd(OH)3	Neodymium Hydroxide
Nd2O3	Neodymium(iii) Oxide|Dineodymium Trioxide
NiAs	Nickel(iii) Arsenide
NiAsS	Nickel Arsenic Sulfide|Gersdorffite
NiBr2	Nickel(ii) Bromide
NiBr2(H2O)3	Nickel(ii) Bromide Trihydrate
NiBr2(H2O)6	Nickel(ii) Bromide Hexahydrate
Ni(CO)3	Nickel(ii) Carbonate
Ni(CO)4	Nickel Tetracarbonyl
NiC2O4(H2O)2	Nickel(ii) Oxalate Dihydrate
NiCl2	Nickel(ii) Chloride
NiFe2O4	Nickel(ii) Iron(iii) Oxide
NiI2	Nickel(ii) Iodide
Ni(H2PO)2(H2O)6	Nickel(ii) Hypophosphite Hexahydrate
NiMoO4	Nickel(ii) Orthomolybdate
Ni(NO3)2(H2O)6	Nickel(ii) Nitrate Hexahydrate
NiOOH	Nickel Oxo-hydroxide
NiO	Nickel(ii) Oxide
Ni(OH)2	Nickel(ii) Hydroxide
NiS	Nickel(ii) Sulfide|Millerite
NiSO4	Nickel Sulfate
NiS2	Nickel Sulfide
NiSe	Nickel(ii) Selenide
NiTiO3	Nickel(ii) Metatitanate
Ni(VO3)2	Nickel(ii) Metavanadate
NiWO4	Nickel(ii) Orthotungstate
Ni2SiO4	Nickel(ii) Orthosilicate
Ni3(PO4)2	Nickel(ii) Orthophosphate
Ni3Sb2	Nickel(ii) Antimonide
O	Oxygen
O2	Dioxygen
O2	Superoxide Ion
O2	Peroxide Ion
OF2	Oxygen Difluoride
O2F2	Dioxygen Difluoride
OH	Hydroxide Ion
O3	Ozone
O3	Ozonide Ion
P2I4	Diphosphorus Tetraiodide
P2O5	Phosphorus Pentoxide
P2S3	Diphosphorus Trisulfide
P2Se3	Diphosphorus Triselenide
P3N5	Triphosphorus Pentanitride
PH3	Phosphine
POCl3	Phosphoryl Chloride
PbCl2	Lead(ii) Chloride
PbCl4	Lead(iv) Chloride
PbI2	Lead(ii) Iodide
Pb(IO3)2	Lead(ii) Iodate
Pb(N3)2	Lead(ii) Nitride
Pb(NO3)2	Lead(ii) Nitrate
Pb(OH)2	Lead(ii) Hydroxide
Pb(OH)4	Lead(iv) Hydroxide
PbC2O4	Lead Oxalate
PbCO3	Lead Carbonate
PbCrO4	Lead Chromate
PbF2	Lead(ii) Fluoride
PbO	Lead(ii) Oxide
PbO2	Lead Dioxide
PbS	Lead(ii) Sulfide
PbSO4	Lead(ii) Sulfate
PoBr2	Polonium Dibromide
PoCl2	Polonium Dichloride
PoCl4	Polonium Tetrachloride
PoF6	Polonium Hexafluoride
PoH2	Polonium Hydride
PoO	Polonium Monoxide
PoO2	Polonium Dioxide
PoO3	Polonium Trioxide
RaCl2	Radium Chloride
RbBr	Rubidium Bromide
RbCl	Rubidium Chloride
RbClO	Rubidium Hypochlorite
RbClO2	Rubidium Chlorite
RbClO3	Rubidium Chlorate
RbClO4	Rubidium Perchlorate
RbCN	Rubidium Cyanide
RbF	Rubidium Fluoride
RbI	Rubidium Iodide
RbOH	Rubidium Hydroxide
Rb2O	Rubidium Oxide
Rb2O2	Rubidium Peroxide
Rb2CO3	Rubidium Carbonate
Rb2SO3	Rubidium Sulfite
Rb2SO4	Rubidium Sulfate
RbHCO3	Rubidium Bicarbonate
RbHSO3	Rubidium Bisulfite
RbHSO4	Rubidium Bisulfate
RbNO2	Rubidium Nitrite
RbNO3	Rubidium Nitrate
RnF2	Radon Difluoride
RuCl3	Ruthenium(iii) Chloride
RuF6	Ruthenium Hexafluoride
RuO4	Ruthenium Tetroxide
SCN	Thiocyanate
SF4	Sulfur Tetrafluoride
SF6	Sulfur Hexafluoride
SOF2	Thionyl Difluoride
SO2	Sulfur Dioxide
SO2Cl2	Sulfuryl Chloride
SO2F2	Sulfuryl Difluoride
SO2OOH	Peroxymonosulfurous Acid (Aqueous)
SO3	Sulfur Trioxide
SO3	Sulfite Ion
SO4	Sulfate Ion
S2Br2	Sulfur(ii) Bromide
S2O3	Thiosulfate Ion
S2O7	Disulfate Ion
SbBr3	Antimony(iii) Bromide
SbCl3	Antimony(iii) Chloride
SbCl5	Antimony(v) Chloride
SbI3	Antimony(iii) Iodide
SbPO4	Antimony(iii) Phosphate
Sb2OS2	Antimony Oxysulfide|Kermesite
Sb2O3	Antimony(iii) Oxide
Sb2O5	Antimony(v) Oxide
Sb2S3	Antimony(iii) Sulfide
Sb2Se3	Antimony(iii) Selenide
Sb2Se5	Antimony(v) Selenide
Sb2Te3	Antimony(iii) Telluride
Sc2O3	Scandium Oxide|Scandia
SeBr4	Selenium(iv) Bromide
SeCl	Selenium(i) Chloride
SeCl4	Selenium(iv) Chloride
SeOCl2	Selenium(iv) Oxychloride
SeOF2	Selenyl Difluoride
SeO2	Selenium(iv) Oxide
SeO4	Selenate Ion
SeTe	Selenium(iv) Telluride
SiBr4	Silicon(iv) Bromide
SiC	Silicon Carbide
SiCl4	Silicon(iv) Chloride
SiH4	Silane
SiI4	Silicon(iv) Iodide
SiO2	Silicon(iv) Dioxide|Silica|Quartz
SiO4	Silicate Ion
Si2O7	Disilicate Ion
Si3N4	Silicon Nitride
Si6O18	Cyclosilicate Ion
SnBrCl3	Tin(iv) Bromotrichloride
SnBr2	Tin(ii) Bromide
SnBr2Cl2	Tin(iv) Dibromodichloride
SnBr3Cl	Tin(iv) Tribromochloride
SnBr4	Tin(iv) Bromide
Sn(CH3COO)2	Tin(ii) Acetate
Sn(CH3COO)4	Tin(iv) Acetate
SnCl2	Tin(ii) Chloride
SnCl2I2	Tin(iv) Dichlorodiiodide
SnCl4	Tin(iv) Chloride
Sn(CrO4)2	Tin(iv) Chromate
SnI4	Tin(iv) Iodide
Sn(OH)2	Tin(ii) Hydroxide
Sn(OH)4	Tin(iv) Hydroxide
SnO	Tin(ii) Oxide
SnO2	Tin(iv) Oxide
SnO3	Stannate Ion
SnS	Tin(ii) Sulfide
SnS2	Tin(iv) Sulfide
Sn(SO4)2(H2O)2	Tin(iv) Sulfate Dihydrate
SnSe	Tin(ii) Selenide
SnSe2	Tin(iv) Selenide
SnTe	Tin(ii) Telluride
SnTe4	Tin(iv) Telluride
Sn(VO3)2	Tin(ii) Metavanadate
Sn3Sb4	Tin(iv) Antimonide
SrBr2	Strontium Bromide
SrBr2(H2O)6	Strontium Bromide Hexahydrate
SrCO3	Strontium Carbonate
SrCl2	Strontium Chloride
SrC2O4	Strontium Oxalate
SrF2	Strontium Fluoride
SrI2	Strontium Iodide
SrI2(H2O)6	Strontium Iodide Hexahydrate
Sr(MnO4)2	Strontium Permanganate
SrMoO4	Strontium Orthomolybdate
Sr(NbO3)2	Strontium Metaniobate
SrO	Strontium Oxide
Sr2RuO4	Strontium Ruthenate
SrS	Strontium Sulfide
SrSeO3	Strontium Selenite
SrSeO4	Strontium Selenate
SrTeO3	Strontium Tellurite
SrTeO4	Strontium Tellurate
SrTiO3	Strontium Metatitanate
TaBr3	Tantalum(iii) Bromide
TaBr5	Tantalum(v) Bromide
TaCl5	Tantalum(v) Chloride
TaI5	Tantalum(v) Iodide
TaO3	Tantalate Ion
TcO4	Pertechnetate Ion
TeBr2	Tellurium(ii) Bromide
TeBr4	Tellurium(iv) Bromide
TeCl2	Tellurium(ii) Chloride
TeCl4	Tellurium(iv) Chloride
TeI2	Tellurium(ii) Iodide
TeI4	Tellurium(iv) Iodide
TeO2	Tellurium(iv) Oxide
TeO4	Tellurate Ion
TeY	Yttrium Telluride
Th(CO3)2	Thorium Carbonate
Th(NO3)4	Thorium Nitrate
TiBr4	Titanium(iv) Bromide
TiCl2I2	Titanium(iv) Dichlorodiiodide
TiCl3I	Titanium(iv) Trichloroiodide
TiCl4	Titanium Tetrachloride
TiO2	Titanium Dioxide|Rutile
TiO3	Titanate Ion
TlBr	Thallium(i) Bromide
TlBr3	Thallium(iii) Bromide
Tl(CHO2)	Thallium(i) Formate
TlC2H3O2	Thallium(i) Acetate
Tl(C3H3O4)	Thalliium(i) Malonate
TlCl	Thallium(i) Chloride
TlCl3	Thallium(iii) Chloride
TlF	Thallium(i) Fluoride
TlI	Thallium(i) Iodide
TlIO3	Thallium(i) Iodate
TlI3	Thallium(iii) Iodide
TiI4	Titanium(iv) Iodide
TlNO3	Thallium(i) Nitrate
TlOH	Thallium(i) Hydroxide
TlPF6	Thallium(i) Hexafluorophosphate
TlSCN	Thallium Thiocyanate
Tl2MoO4	Thallium(i) Orthomolybdate
Tl2SeO3	Thallium(i) Selenite
Tl2TeO3	Thallium(i) Tellurite
Tl2WO4	Thallium(i) Orthotungstate
Tl3As	Thallium(i) Arsenide
UC2	Uranium Carbide
UF4	Uranium(iv) Fluoride
UF6	Uranium(vi) Fluoride
UO2	Uranium Dioxide
UO3	Uranium Trioxide
U3O8	Triuranium Octoxide
UO2(NO3)2	Uranyl Nitrate
VBr2	Vanadium(ii) Bromide
VBr3	Vanadium(iii) Bromide
VCl2	Vanadium(ii) Chloride
VCl3	Vanadium(iii) Chloride
VSO5	Vanadium Oxysulfate
V2O3	Vanadium(iii) Oxide
V2O5	Vanadium Pentoxide
V2O7	Divanadate Ion|Pyrovanadate Ion
WBr2	Tungsten(ii) Bromide
WBr3	Tungsten(iii) Bromide
WBr4	Tungsten(iv) Bromide
WBr5	Tungsten(v) Bromide
WBr6	Tungsten(vi) Bromide
W(CO)6	Tungsten(vi) Carbonyl
WCl2	Tungsten(ii) Chloride
WCl3	Tungsten(iii) Chloride
WCl4	Tungsten(iv) Chloride
WCl5	Tungsten(v) Chloride
WCl6	Tungsten(vi) Chloride
WF4	Tungsten(iv) Fluoride
WF5	Tungsten(v) Fluoride
WF6	Tungsten(vi) Fluoride
WI2	Tungsten(ii) Iodide
WI4	Tungsten(iv) Iodide
WOBr3	Tungsten(v) Oxytribromide
WOBr4	Tungsten(vi) Oxytetrabromide
WOCl3	Tungsten(v) Oxytrichloride
WOCl4	Tungsten(vi) Oxytetrachloride
WOF4	Tungsten(vi) Oxytetrafluoride
WO2	Tungsten(iv) Oxide
WO2Br2	Tungsten(vi) Dioxydibromide
WO2Cl2	Tungsten(vi) Dioxydichloride
WO2I2	Tungsten(vi) Dioxydiiodide
WO3	Tungsten(vi) Oxide
WO4	Tungstate Ion
WS2	Tungsten(iv) Sulfide
WS3	Tungsten(vi) Sulfide
WSe2	Tungsten(iv) Selenide
WTe2	Tungsten(iv) Telluride
W2C	Tungsten Carbide
YAs	Yttrium Arsenide
YB6	Yttrium Boride
YBr3	Yttrium Bromide
YC2	Yttrium Carbide
YCl3	Yttrium Chloride
YF3	Yttrium Fluoride
YP	Yttrium Phosphide
YSb	Yttrium Antimonide
YVO4	Yttrium Vanadate
Y2O3	Yttria|Yttrium Oxide
Y2S3	Yttrium Sulfide
YbBr2	Ytterbium(ii) Bromide
YbBr3	Ytterbium(iii) Bromide
YbCl2	Ytterbium(ii)chloride
YbCl3	Ytterbium(iii) Chloride
YbCl3(H2O)6	Ytterbium(iii) Chloride Hexahydrate
YbF2	Ytterbium(ii) Fluoride
YbF3	Ytterbium(iii) Fluoride
YbI2	Ytterbium(ii) Iodide
YbI3	Ytterbium(iii) Iodide
YbSe	Ytterbium(ii) Selenide
YbSi2	Ytterbium(ii) Silicide
Yb2O3	Ytterbium(iii) Oxide
Yb2S3	Ytterbium(iii) Sulfide
Yb2Se3	Ytterbium(iii) Selenide
YbTe	Ytterbium(ii) Telluride
Zn(AlO2)2	Zinc Aluminate
Zn(AsO2)2	Zinc Arsenite
ZnBr2	Zinc Bromide
Zn(CN)2	Zinc Cyanide
ZnCO3	Zinc Carbonate
Zn(C8H15O2)2	Zinc Caprylate
Zn(ClO3)2	Zinc Chlorate
ZnCl2	Zinc Chloride
ZnCr2O4	Zinc Chromite
ZnF2	Zinc Fluoride
Zn(IO3)2	Zinc Iodate
ZnI2	Zinc Iodide
ZnMoO4	Zinc Orthomolybdate
Zn(NO2)2	Zinc Nitrite
Zn(NO3)2	Zinc Nitrate
Zn(NbO3)2	Zinc Metaniobate
ZnO	Zinc(ii) Oxide|Zinc Oxide
ZnO2	Zinc Peroxide
Zn(OH)2	Zinc Hydroxide
Zn(OH)4	Zincate Ion
ZnS	Zinc Sulfide|Sphalerite
Zn(SCN)2	Zinc Thiocyanate
ZnSO4	Zinc Sulfate
ZnSb	Zinc Antimonide
ZnSe	Zinc Selenide
ZnSeO3	Zinc Selenite
ZnSnO3	Zinc Stannate
Zn(TaO3)2	Zinc Metatantalate
ZnTe	Zinc Telluride
ZnTeO3	Zinc Tellurite
ZnTeO4	Zinc Tellurate
ZnTiO3	Zinc Metatitanate
Zn(VO3)2	Zinc Metavanadate
ZnWO4	Zinc Orthotungstate
ZnZrO3	Zinc Metazirconate
Zn2P2O7	Zinc Pyrophosphate
Zn2SiO4	Zinc Orthosilicate
Zn3(AsO4)2	Zinc Arsenate
Zn3As2	Zinc Arsenide
Zn3N2	Zinc Nitride
Zn3P2	Zinc Phosphide
Zn3(PO4)2	Zinc Phosphate
Zn3Sb2	Zinc Antimonide
ZrB2	Zirconium Boride
ZrBr4	Zirconium Bromide
ZrC	Zirconium Carbide
ZrCl4	Zirconium Tetrachloride
ZrF4	Zirconium Fluoride
ZrI4	Zirconium Iodide
ZrN	Zirconium Nitride
Zr(OH)4	Zirconium Hydroxide
ZrO2	Zirconium Dioxide|Baddeleyite
ZrO3	Zirconate Ion
ZrP2	Zirconium Phosphide
ZrS2	Zirconium Sulfide
ZrSi2	Zirconium Silicide
ZrSiO4	Zirconium Orthosilicate
Zr3(PO4)4	Zirconium Phosphate
